"";"NDepto";"NMpio";"PP";"ZZ";"Npuesto";"num_mesas";"num_votos"
"1587";"BOGOTA D.C.";"BOGOTA. D.C.";"11";13;"BELALCAZAR";14;3140
"1588";"BOGOTA D.C.";"BOGOTA. D.C.";"11";14;"SAN FASON";10;1435
"1589";"BOGOTA D.C.";"BOGOTA. D.C.";"11";15;"SANTANDER SUR";12;2126
"1590";"BOGOTA D.C.";"BOGOTA. D.C.";"11";16;"LA TRINIDAD";15;2388
"1591";"BOGOTA D.C.";"BOGOTA. D.C.";"11";18;"CENTRAL QUIROGA";12;2246
"1592";"BOGOTA D.C.";"BOGOTA. D.C.";"11";19;"SAN FRANCISCO";68;10528
"1593";"BOGOTA D.C.";"BOGOTA. D.C.";"12";1;"UNICENTRO";124;25221
"1594";"BOGOTA D.C.";"BOGOTA. D.C.";"12";2;"UNIVERSIDAD PILOTO";25;4534
"1595";"BOGOTA D.C.";"BOGOTA. D.C.";"12";3;"MEDICINA LEGAL";8;970
"1596";"BOGOTA D.C.";"BOGOTA. D.C.";"12";4;"SAN ISIDRO";33;5951
"1597";"BOGOTA D.C.";"BOGOTA. D.C.";"12";5;"EL HATO";10;369
"1598";"BOGOTA D.C.";"BOGOTA. D.C.";"12";6;"VENECIA B";13;2065
"1599";"BOGOTA D.C.";"BOGOTA. D.C.";"12";7;"BOSA PAULO VI";30;4688
"1600";"BOGOTA D.C.";"BOGOTA. D.C.";"12";8;"TIMIZA";43;8119
"1601";"BOGOTA D.C.";"BOGOTA. D.C.";"12";9;"BATAVIA";18;3434
"1602";"BOGOTA D.C.";"BOGOTA. D.C.";"12";10;"BOCHICA";46;9938
"1603";"BOGOTA D.C.";"BOGOTA. D.C.";"12";11;"PONTEVEDRA";41;8716
"1604";"BOGOTA D.C.";"BOGOTA. D.C.";"12";12;"SANTA SOFIA";16;2778
"1605";"BOGOTA D.C.";"BOGOTA. D.C.";"12";13;"QUINTA PAREDES  A";14;2707
"1606";"BOGOTA D.C.";"BOGOTA. D.C.";"12";14;"LA REBECA";5;1018
"1607";"BOGOTA D.C.";"BOGOTA. D.C.";"12";15;"VILLA MAYOR";28;5629
"1608";"BOGOTA D.C.";"BOGOTA. D.C.";"12";16;"LA PRADERA";15;2795
"1609";"BOGOTA D.C.";"BOGOTA. D.C.";"12";18;"SANTA LUCIA";24;4045
"1610";"BOGOTA D.C.";"BOGOTA. D.C.";"12";19;"CANDELARIA LA NUEVA";76;11980
"1611";"BOGOTA D.C.";"BOGOTA. D.C.";"13";1;"SANTA BARBARA OCCIDENTAL";41;9831
"1612";"BOGOTA D.C.";"BOGOTA. D.C.";"13";2;"COLEGIO CAMPESTRE MONTEVERDE S";15;2568
"1613";"BOGOTA D.C.";"BOGOTA. D.C.";"13";3;"LAS AGUAS";12;2089
"1614";"BOGOTA D.C.";"BOGOTA. D.C.";"13";4;"PARQUEADERO GUACAMAYAS";24;3547
"1615";"BOGOTA D.C.";"BOGOTA. D.C.";"13";5;"LOS COMUNEROS";36;5290
"1616";"BOGOTA D.C.";"BOGOTA. D.C.";"13";6;"TUNJUELITO B";5;805
"1617";"BOGOTA D.C.";"BOGOTA. D.C.";"13";7;"BOSA BRASILIA";44;7688
"1618";"BOGOTA D.C.";"BOGOTA. D.C.";"13";8;"LA UBA";23;4553
"1619";"BOGOTA D.C.";"BOGOTA. D.C.";"13";9;"LA GIRALDA";29;5859
"1620";"BOGOTA D.C.";"BOGOTA. D.C.";"13";10;"LOS ALAMOS NORTE";47;9344
"1621";"BOGOTA D.C.";"BOGOTA. D.C.";"13";11;"SAN NICOLAS-AGUSTINIANO NORTE";32;7077
"1622";"BOGOTA D.C.";"BOGOTA. D.C.";"13";12;"POLO CLUB";21;4187
"1623";"BOGOTA D.C.";"BOGOTA. D.C.";"13";13;"QUINTA PAREDES B";21;5030
"1624";"BOGOTA D.C.";"BOGOTA. D.C.";"13";14;"USATAMA";2;490
"1625";"BOGOTA D.C.";"BOGOTA. D.C.";"13";15;"SENA";24;4352
"1626";"BOGOTA D.C.";"BOGOTA. D.C.";"13";16;"COLON";47;9291
"1627";"BOGOTA D.C.";"BOGOTA. D.C.";"13";18;"LAS COLINAS";15;2042
"1628";"BOGOTA D.C.";"BOGOTA. D.C.";"13";19;"ARBORIZADORA BAJA";43;7355
"1629";"BOGOTA D.C.";"BOGOTA. D.C.";"14";1;"SANTA PAULA";33;7871
"1630";"BOGOTA D.C.";"BOGOTA. D.C.";"14";2;"COLEGIO SIMON RODRIGUEZ SEDE A";20;3701
"1631";"BOGOTA D.C.";"BOGOTA. D.C.";"14";3;"LAS NIEVES";23;3880
"1632";"BOGOTA D.C.";"BOGOTA. D.C.";"14";4;"SAN MARTIN DE LOBA SUR";30;5186
"1633";"BOGOTA D.C.";"BOGOTA. D.C.";"14";5;"EL VIRREY";34;5340
"1634";"BOGOTA D.C.";"BOGOTA. D.C.";"14";6;"EL TUNAL ""B""";9;1887
"1635";"BOGOTA D.C.";"BOGOTA. D.C.";"14";7;"ISLANDIA";15;2093
"1636";"BOGOTA D.C.";"BOGOTA. D.C.";"14";8;"SANTA MARTA DE PASTRANA";27;4607
"1637";"BOGOTA D.C.";"BOGOTA. D.C.";"14";9;"PUERTA DE TEJA";10;1743
"1638";"BOGOTA D.C.";"BOGOTA. D.C.";"14";10;"LA SALINA";34;6970
"1639";"BOGOTA D.C.";"BOGOTA. D.C.";"14";11;"LA CONEJERA";5;718
"1640";"BOGOTA D.C.";"BOGOTA. D.C.";"14";12;"SAN FELIPE";11;1861
"1641";"BOGOTA D.C.";"BOGOTA. D.C.";"14";13;"CENTRO NARIÑO";21;4097
"1642";"BOGOTA D.C.";"BOGOTA. D.C.";"14";14;"ANTONIO RICAURTE";2;421
"1643";"BOGOTA D.C.";"BOGOTA. D.C.";"14";15;"LA VALVANERA";4;866
"1644";"BOGOTA D.C.";"BOGOTA. D.C.";"14";16;"SAN RAFAEL";23;4730
"1645";"BOGOTA D.C.";"BOGOTA. D.C.";"14";18;"COUNTRY SUR";30;6036
"1646";"BOGOTA D.C.";"BOGOTA. D.C.";"14";19;"MADELENA";47;8989
"1647";"BOGOTA D.C.";"BOGOTA. D.C.";"15";1;"SANTA ANA ORIENTAL";45;10172
"1648";"BOGOTA D.C.";"BOGOTA. D.C.";"15";2;"UNIVERSIDAD DISTRITAL";24;4490
"1649";"BOGOTA D.C.";"BOGOTA. D.C.";"15";3;"EL VERJON";1;117
"1650";"BOGOTA D.C.";"BOGOTA. D.C.";"15";4;"BELLAVISTA SAN CRISTOBAL";24;4351
"1651";"BOGOTA D.C.";"BOGOTA. D.C.";"15";5;"EL DANUBIO AZUL";28;4236
"1652";"BOGOTA D.C.";"BOGOTA. D.C.";"15";6;"EL CARMEN SUR ""B""";6;1215
"1653";"BOGOTA D.C.";"BOGOTA. D.C.";"15";7;"JIMENEZ DE QUESADA";20;3523
"1654";"BOGOTA D.C.";"BOGOTA. D.C.";"15";8;"LA MACARENA";25;4121
"1655";"BOGOTA D.C.";"BOGOTA. D.C.";"15";9;"AGUSTINIANO SALITRE";49;11554
"1656";"BOGOTA D.C.";"BOGOTA. D.C.";"15";10;"LA FLORIDA";18;3161
"1657";"BOGOTA D.C.";"BOGOTA. D.C.";"15";11;"PRADO VERANIEGO";39;6519
"1658";"BOGOTA D.C.";"BOGOTA. D.C.";"15";12;"LOS ALCAZARES";17;3016
"1659";"BOGOTA D.C.";"BOGOTA. D.C.";"15";13;"RESIDENCIAS B.C.H.";17;3137
"1660";"BOGOTA D.C.";"BOGOTA. D.C.";"15";14;"SAN FRANCISCO DE ASIS";2;305
"1661";"BOGOTA D.C.";"BOGOTA. D.C.";"15";15;"SALÓN COMUNAL SAN ANTONIO";1;200
"1662";"BOGOTA D.C.";"BOGOTA. D.C.";"15";16;"EL JAZMIN";26;5653
"1663";"BOGOTA D.C.";"BOGOTA. D.C.";"15";18;"LAS LOMAS";25;4004
"1664";"BOGOTA D.C.";"BOGOTA. D.C.";"15";19;"ISMAEL PERDOMO";65;11256
"1665";"BOGOTA D.C.";"BOGOTA. D.C.";"16";1;"ALTOS DE SAN ISIDRO";8;1121
"1666";"BOGOTA D.C.";"BOGOTA. D.C.";"16";2;"CENTRO COMERCIAL DE LA 93";7;1878
"1667";"BOGOTA D.C.";"BOGOTA. D.C.";"16";4;"LA VICTORIA A";70;11072
"1668";"BOGOTA D.C.";"BOGOTA. D.C.";"16";5;"JUAN JOSE RONDON";12;1576
"1669";"BOGOTA D.C.";"BOGOTA. D.C.";"16";6;"FATIMA ""B""";8;1689
"1670";"BOGOTA D.C.";"BOGOTA. D.C.";"16";7;"SAN BERNARDINO";26;3580
"1671";"BOGOTA D.C.";"BOGOTA. D.C.";"16";8;"EL JAPON";59;8451
"1672";"BOGOTA D.C.";"BOGOTA. D.C.";"16";9;"TRES ELEFANTES - LA ESPERANZA";26;5736
"1673";"BOGOTA D.C.";"BOGOTA. D.C.";"16";10;"SANTA HELENITA";40;8014
"1674";"BOGOTA D.C.";"BOGOTA. D.C.";"16";11;"NIZA IX";30;5879
"1675";"BOGOTA D.C.";"BOGOTA. D.C.";"16";12;"LA PAZ";11;1756
"1676";"BOGOTA D.C.";"BOGOTA. D.C.";"16";13;"SANTA TERESITA";10;1563
"1677";"BOGOTA D.C.";"BOGOTA. D.C.";"16";16;"LA PONDEROSA";20;4507
"1678";"BOGOTA D.C.";"BOGOTA. D.C.";"16";18;"ALEXANDER FLEMING SAN JORGE";28;4341
"1679";"BOGOTA D.C.";"BOGOTA. D.C.";"16";19;"MOCHUELO ALTO";4;410
"1680";"BOGOTA D.C.";"BOGOTA. D.C.";"17";1;"LAS ORQUIDEAS";48;10226
"1681";"BOGOTA D.C.";"BOGOTA. D.C.";"17";2;"MUSEO DEL CHICO";4;946
"1682";"BOGOTA D.C.";"BOGOTA. D.C.";"17";4;"ALTAMIRA";39;6256
"1683";"BOGOTA D.C.";"BOGOTA. D.C.";"17";5;"LA FORTALEZA";21;3180
"1684";"BOGOTA D.C.";"BOGOTA. D.C.";"17";6;"NUEVO  MUZO ""B""";4;758
"1685";"BOGOTA D.C.";"BOGOTA. D.C.";"17";7;"BOSA SAN JOSE";22;3065
"1686";"BOGOTA D.C.";"BOGOTA. D.C.";"17";8;"ESTADOS UNIDOS SUPER 13";35;5623
"1687";"BOGOTA D.C.";"BOGOTA. D.C.";"17";9;"PUENTE GRANDE";17;2582
"1688";"BOGOTA D.C.";"BOGOTA. D.C.";"17";10;"LA EUROPA";17;3396
"1689";"BOGOTA D.C.";"BOGOTA. D.C.";"17";11;"LA ALHAMBRA CARULLA";55;12745
"1690";"BOGOTA D.C.";"BOGOTA. D.C.";"17";12;"COLOMBIA";13;2178
"1691";"BOGOTA D.C.";"BOGOTA. D.C.";"17";13;"LA MAGDALENA";14;2540
"1692";"BOGOTA D.C.";"BOGOTA. D.C.";"17";16;"GALAN";37;6706
"1693";"BOGOTA D.C.";"BOGOTA. D.C.";"17";18;"REINO DE HOLANDA";18;2836
"1694";"BOGOTA D.C.";"BOGOTA. D.C.";"17";19;"MOCHUELO BAJO";7;890
"1695";"BOGOTA D.C.";"BOGOTA. D.C.";"18";1;"LOS CEDRITOS";43;10543
"1696";"BOGOTA D.C.";"BOGOTA. D.C.";"18";2;"COLEGIO SAN MARTIN DE PORRES-";2;229
"1697";"BOGOTA D.C.";"BOGOTA. D.C.";"18";4;"EL QUINDIO";12;1947
"1698";"BOGOTA D.C.";"BOGOTA. D.C.";"18";5;"EL BOSQUE";23;3874
"1699";"BOGOTA D.C.";"BOGOTA. D.C.";"18";7;"SURBANA";13;2248
"1700";"BOGOTA D.C.";"BOGOTA. D.C.";"18";8;"EL SAUCEDAL";20;3010
"1701";"BOGOTA D.C.";"BOGOTA. D.C.";"18";9;"ZONA FRANCA";34;6823
"1702";"BOGOTA D.C.";"BOGOTA. D.C.";"18";10;"LA ESTRADA";38;6968
"1703";"BOGOTA D.C.";"BOGOTA. D.C.";"18";11;"PUENTE LARGO-EMMANUEL D.ALZON";19;4626
"1704";"BOGOTA D.C.";"BOGOTA. D.C.";"18";12;"LA MUEQUETA";10;1672
"1705";"BOGOTA D.C.";"BOGOTA. D.C.";"18";13;"TEUSAQUILLO";24;4164
"1706";"BOGOTA D.C.";"BOGOTA. D.C.";"18";16;"MILENTA";17;3231
"1707";"BOGOTA D.C.";"BOGOTA. D.C.";"18";18;"MARCO FIDEL SUAREZ";24;4096
"1708";"BOGOTA D.C.";"BOGOTA. D.C.";"18";19;"CORDILLERA";6;653
"1709";"BOGOTA D.C.";"BOGOTA. D.C.";"19";1;"CEDRO GOLF";32;7479
"1710";"BOGOTA D.C.";"BOGOTA. D.C.";"19";2;"MARISCAL SUCRE SEDE B";2;230
"1711";"BOGOTA D.C.";"BOGOTA. D.C.";"19";4;"REPUBLICA DEL CANADA";17;2929
"1712";"BOGOTA D.C.";"BOGOTA. D.C.";"19";5;"VILLA HERMOSA";26;4293
"1713";"BOGOTA D.C.";"BOGOTA. D.C.";"19";7;"NUEVO CHILE";37;6675
"1714";"BOGOTA D.C.";"BOGOTA. D.C.";"19";8;"PATIO BONITO";82;11599
"1715";"BOGOTA D.C.";"BOGOTA. D.C.";"19";9;"RECODO";25;5105
"1716";"BOGOTA D.C.";"BOGOTA. D.C.";"19";10;"LA ESTRADITA";27;5564
"1717";"BOGOTA D.C.";"BOGOTA. D.C.";"19";11;"FLORESTA NORTE-JULIO FLOREZ";32;6940
"1718";"BOGOTA D.C.";"BOGOTA. D.C.";"19";12;"SIETE DE AGOSTO";24;4124
"1719";"BOGOTA D.C.";"BOGOTA. D.C.";"19";13;"PABLO VI II ETAPA";11;2625
"1720";"BOGOTA D.C.";"BOGOTA. D.C.";"19";16;"EL TEJAR";28;5650
"1721";"BOGOTA D.C.";"BOGOTA. D.C.";"19";18;"EL SOCORRO SUR";14;2295
"1722";"BOGOTA D.C.";"BOGOTA. D.C.";"19";19;"NUEVA ARGENTINA";10;1571
"1723";"BOGOTA D.C.";"BOGOTA. D.C.";"20";1;"BUENAVISTA";26;4013
"1724";"BOGOTA D.C.";"BOGOTA. D.C.";"20";4;"LA GLORIA";31;5067
"1725";"BOGOTA D.C.";"BOGOTA. D.C.";"20";5;"VALLES DE CAFAM";11;2154
"1726";"BOGOTA D.C.";"BOGOTA. D.C.";"20";7;"SANTA FE DE BOSA";24;3808
"1727";"BOGOTA D.C.";"BOGOTA. D.C.";"20";8;"FRANCISCO JOSE DE CALDAS";26;5063
"1728";"BOGOTA D.C.";"BOGOTA. D.C.";"20";9;"SANTA TERESA CENTRO";8;1817
"1729";"BOGOTA D.C.";"BOGOTA. D.C.";"20";10;"LAS FERIAS";32;5181
"1730";"BOGOTA D.C.";"BOGOTA. D.C.";"20";11;"PASADENA-LOS TRES ELEFANTES";33;7411
"1731";"BOGOTA D.C.";"BOGOTA. D.C.";"20";12;"BENJAMIN HERRERA";11;1845
"1732";"BOGOTA D.C.";"BOGOTA. D.C.";"20";13;"RAFAEL NUÑEZ";16;3844
"1733";"BOGOTA D.C.";"BOGOTA. D.C.";"20";16;"ALQUERIA";31;5760
"1734";"BOGOTA D.C.";"BOGOTA. D.C.";"20";18;"MOLINOS DEL SUR";56;10240
"1735";"BOGOTA D.C.";"BOGOTA. D.C.";"20";19;"LA ESTANCIA";73;9561
"1736";"BOGOTA D.C.";"BOGOTA. D.C.";"21";1;"CANAIMA";16;2318
"1737";"BOGOTA D.C.";"BOGOTA. D.C.";"21";4;"JUAN REY";24;3262
"1738";"BOGOTA D.C.";"BOGOTA. D.C.";"21";5;"LA FISCALA";19;3150
"1739";"BOGOTA D.C.";"BOGOTA. D.C.";"21";7;"EL PORVENIR";41;7122
"1740";"BOGOTA D.C.";"BOGOTA. D.C.";"21";8;"BANDERAS";24;4606
"1741";"BOGOTA D.C.";"BOGOTA. D.C.";"21";9;"LA FELICIDAD";9;2283
"1742";"BOGOTA D.C.";"BOGOTA. D.C.";"21";10;"BONANZA";36;6968
"1743";"BOGOTA D.C.";"BOGOTA. D.C.";"21";11;"NUEVA ZELANDIA";26;5788
"1744";"BOGOTA D.C.";"BOGOTA. D.C.";"21";12;"POLIDEPORTIVO  POLO";4;787
"1745";"BOGOTA D.C.";"BOGOTA. D.C.";"21";13;"CIUDAD SALITRE";34;8565
"1746";"BOGOTA D.C.";"BOGOTA. D.C.";"21";16;"ALCALA";25;4769
"1747";"BOGOTA D.C.";"BOGOTA. D.C.";"21";18;"CIUDAD BOCHICA SUR";31;5710
"1748";"BOGOTA D.C.";"BOGOTA. D.C.";"21";19;"EL PARAISO";27;3467
"1749";"BOGOTA D.C.";"BOGOTA. D.C.";"22";1;"USAQUEN II.";8;1794
"1750";"BOGOTA D.C.";"BOGOTA. D.C.";"22";4;"VILLA DE LOS ALPES";29;5666
"1751";"BOGOTA D.C.";"BOGOTA. D.C.";"22";5;"PORTAL USME";9;1803
"1752";"BOGOTA D.C.";"BOGOTA. D.C.";"22";7;"EL RECREO";46;8231
"1753";"BOGOTA D.C.";"BOGOTA. D.C.";"22";8;"PROSPERO PINZON";30;5544
"1754";"BOGOTA D.C.";"BOGOTA. D.C.";"22";9;"NAVARRA MODELIA";9;2425
"1755";"BOGOTA D.C.";"BOGOTA. D.C.";"22";10;"STA. MARIA DEL LAGO";20;4130
"1756";"BOGOTA D.C.";"BOGOTA. D.C.";"22";11;"SAN LUIS SUBA";46;9229
"1757";"BOGOTA D.C.";"BOGOTA. D.C.";"22";13;"CORPUS CHRISTI";6;1537
"1758";"BOGOTA D.C.";"BOGOTA. D.C.";"22";16;"SANTA RITA";35;7209
"1759";"BOGOTA D.C.";"BOGOTA. D.C.";"22";18;"LOS MOLINOS II SECTOR";27;4592
"1760";"BOGOTA D.C.";"BOGOTA. D.C.";"22";19;"VEREDA QUIBA";3;323
"1761";"BOGOTA D.C.";"BOGOTA. D.C.";"23";1;"LA CAROLINA";6;1386
"1762";"BOGOTA D.C.";"BOGOTA. D.C.";"23";4;"LOS LIBERTADORES";27;4342
"1763";"BOGOTA D.C.";"BOGOTA. D.C.";"23";5;"BRASILIA";7;1142
"1764";"BOGOTA D.C.";"BOGOTA. D.C.";"23";7;"LA ESPERANZA";31;5566
"1765";"BOGOTA D.C.";"BOGOTA. D.C.";"23";8;"KENNEDY LEY";37;6571
"1766";"BOGOTA D.C.";"BOGOTA. D.C.";"23";9;"MODELIA REAL";7;1720
"1767";"BOGOTA D.C.";"BOGOTA. D.C.";"23";10;"LA GRANJA";27;5015
"1768";"BOGOTA D.C.";"BOGOTA. D.C.";"23";11;"SAN CIPRIANO";30;6431
"1769";"BOGOTA D.C.";"BOGOTA. D.C.";"23";13;"LICEO PARROQUIAL SARA ZAPATA";6;1493
"1770";"BOGOTA D.C.";"BOGOTA. D.C.";"23";16;"AUTOPISTA SUR";13;2708
"1771";"BOGOTA D.C.";"BOGOTA. D.C.";"23";18;"PALERMO SUR";21;3189
"1772";"BOGOTA D.C.";"BOGOTA. D.C.";"23";19;"MANUELA BELTRAN";14;2514
"1773";"BOGOTA D.C.";"BOGOTA. D.C.";"24";1;"SANTA TERESA";8;1910
"1774";"BOGOTA D.C.";"BOGOTA. D.C.";"24";4;"SAN PEDRO SUR ORIENTAL";14;2724
"1775";"BOGOTA D.C.";"BOGOTA. D.C.";"24";5;"EL CORTIJO (LOCALIDAD 5)";4;517
"1776";"BOGOTA D.C.";"BOGOTA. D.C.";"24";7;"FRANCISCO DE PAULA SANTANDER";13;1934
"1777";"BOGOTA D.C.";"BOGOTA. D.C.";"24";8;"LOS HEROES";19;3732
"1778";"BOGOTA D.C.";"BOGOTA. D.C.";"24";9;"LA ALDEA";7;1381
"1779";"BOGOTA D.C.";"BOGOTA. D.C.";"24";10;"FLORENCIA";17;3368
"1780";"BOGOTA D.C.";"BOGOTA. D.C.";"24";11;"FUNDACION UNIVERSI. LUIS AMIGO";16;3131
"1781";"BOGOTA D.C.";"BOGOTA. D.C.";"24";13;"ACEVEDO TEJADA";5;1212
"1782";"BOGOTA D.C.";"BOGOTA. D.C.";"24";16;"LOS SAUCES";15;3331
"1783";"BOGOTA D.C.";"BOGOTA. D.C.";"24";18;"VILLA MAYOR LA NUEVA";13;2922
"1784";"BOGOTA D.C.";"BOGOTA. D.C.";"24";19;"SIERRA MORENA";41;6645
"1785";"BOGOTA D.C.";"BOGOTA. D.C.";"25";1;"SERVITA ""A""";8;1774
"1786";"BOGOTA D.C.";"BOGOTA. D.C.";"25";4;"VILLA DEL CERRO";11;2229
"1787";"BOGOTA D.C.";"BOGOTA. D.C.";"25";5;"TENERIFE";3;532
"1788";"BOGOTA D.C.";"BOGOTA. D.C.";"25";7;"PABLO DE TARSO";22;2990
"1789";"BOGOTA D.C.";"BOGOTA. D.C.";"25";8;"COLEGIO OEA";20;3443
"1790";"BOGOTA D.C.";"BOGOTA. D.C.";"25";9;"VAN UDEN CALLE 13";1;127
"1791";"BOGOTA D.C.";"BOGOTA. D.C.";"25";10;"SANTA ROSITA";35;7600
"1792";"BOGOTA D.C.";"BOGOTA. D.C.";"25";11;"LA GAITANA";52;7833
"1793";"BOGOTA D.C.";"BOGOTA. D.C.";"25";13;"BIBLIOTECA VIRGILIO BARCO";3;722
"1794";"BOGOTA D.C.";"BOGOTA. D.C.";"25";16;"CARRERA CENTRO COMERCIAL";5;661
"1795";"BOGOTA D.C.";"BOGOTA. D.C.";"25";18;"GRANJAS DE SAN PABLO";14;2441
"1796";"BOGOTA D.C.";"BOGOTA. D.C.";"25";19;"SOTAVENTO";25;4655
"1797";"BOGOTA D.C.";"BOGOTA. D.C.";"26";1;"SERVITA ""B""";5;741
"1798";"BOGOTA D.C.";"BOGOTA. D.C.";"26";4;"CANADA GUIRA";8;1311
"1799";"BOGOTA D.C.";"BOGOTA. D.C.";"26";5;"GRAN YOMASA";6;1043
"1800";"BOGOTA D.C.";"BOGOTA. D.C.";"26";7;"ATALAYAS";28;4988
"1801";"BOGOTA D.C.";"BOGOTA. D.C.";"26";8;"FLORALIA";24;4674
"1802";"BOGOTA D.C.";"BOGOTA. D.C.";"26";9;"ATAHUALPA";3;524
"1803";"BOGOTA D.C.";"BOGOTA. D.C.";"26";10;"QUIRIGUA";52;9777
"1804";"BOGOTA D.C.";"BOGOTA. D.C.";"26";11;"SABANA DE TIBABUYES";73;14698
"1805";"BOGOTA D.C.";"BOGOTA. D.C.";"26";13;"IMPRENTA NACIONAL";5;1419
"1806";"BOGOTA D.C.";"BOGOTA. D.C.";"26";16;"SAN ANDRESITO";7;1291
"1807";"BOGOTA D.C.";"BOGOTA. D.C.";"26";18;"RESURRECCION";12;1929
"1808";"BOGOTA D.C.";"BOGOTA. D.C.";"26";19;"SANTO DOMINGO";24;3532
"1809";"BOGOTA D.C.";"BOGOTA. D.C.";"27";1;"LAS MARGARITAS II";17;4722
"1810";"BOGOTA D.C.";"BOGOTA. D.C.";"27";4;"ARBOLEDA SUR";20;3166
"1811";"BOGOTA D.C.";"BOGOTA. D.C.";"27";5;"CABAÑAS";3;453
"1812";"BOGOTA D.C.";"BOGOTA. D.C.";"27";7;"EL RECUERDO SANTAFE";9;1386
"1813";"BOGOTA D.C.";"BOGOTA. D.C.";"27";8;"CARVAJAL II";20;3489
"1814";"BOGOTA D.C.";"BOGOTA. D.C.";"27";9;"HAYUELOS JUMBO";13;3666
"1815";"BOGOTA D.C.";"BOGOTA. D.C.";"27";10;"LA ESPAÑOLA";21;4456
"1816";"BOGOTA D.C.";"BOGOTA. D.C.";"27";11;"COLEGIO-HIJAS DE CRISTO REY";73;17180
"1817";"BOGOTA D.C.";"BOGOTA. D.C.";"27";16;"SALÓN COMUNAL COLÓN";9;1891
"1818";"BOGOTA D.C.";"BOGOTA. D.C.";"27";18;"RAFAEL URIBE LA PAZ";12;1763
"1819";"BOGOTA D.C.";"BOGOTA. D.C.";"27";19;"VILLA GLORIA SUR";8;1354
"1820";"BOGOTA D.C.";"BOGOTA. D.C.";"28";1;"ALTA BLANCA";4;938
"1821";"BOGOTA D.C.";"BOGOTA. D.C.";"28";4;"20 DE JULIO SEDE B";9;1606
"1822";"BOGOTA D.C.";"BOGOTA. D.C.";"28";5;"TEJARES";3;492
"1823";"BOGOTA D.C.";"BOGOTA. D.C.";"28";7;"FE Y ALEGRIA SAN IGNACIO";17;3664
"1824";"BOGOTA D.C.";"BOGOTA. D.C.";"28";8;"VILLA ADRIANA";17;3763
"1825";"BOGOTA D.C.";"BOGOTA. D.C.";"28";10;"MINUTO DE DIOS";38;8349
"1826";"BOGOTA D.C.";"BOGOTA. D.C.";"28";11;"CENTRO COMERCIAL MAZUREN";54;12925
"1827";"BOGOTA D.C.";"BOGOTA. D.C.";"28";16;"COLONIA ORIENTAL";3;865
"1828";"BOGOTA D.C.";"BOGOTA. D.C.";"28";18;"SAN AGUSTIN SUR";27;4841
"1829";"BOGOTA D.C.";"BOGOTA. D.C.";"28";19;"GALICIA";49;8099
"1830";"BOGOTA D.C.";"BOGOTA. D.C.";"29";1;"BABILONIA";5;1278
"1831";"BOGOTA D.C.";"BOGOTA. D.C.";"29";4;"SAN JUAN BOSCO SANTA ANA";4;1054
"1832";"BOGOTA D.C.";"BOGOTA. D.C.";"29";5;"COL. FERNANDO GONZALEZ OCHOA";2;327
"1833";"BOGOTA D.C.";"BOGOTA. D.C.";"29";7;"CIUDADELA EL PORVENIR";16;3268
"1834";"BOGOTA D.C.";"BOGOTA. D.C.";"29";8;"LAS AMERICAS";39;8729
"1835";"BOGOTA D.C.";"BOGOTA. D.C.";"29";10;"LA SERENA";19;3959
"1836";"BOGOTA D.C.";"BOGOTA. D.C.";"29";11;"TEJARES NORTE";35;8241
"1837";"BOGOTA D.C.";"BOGOTA. D.C.";"29";16;"SALÓN COMUNAL LA TRINIDAD";2;351
"1838";"BOGOTA D.C.";"BOGOTA. D.C.";"29";18;"COVIVIENDA DEL SURORIENTE";27;4394
"1839";"BOGOTA D.C.";"BOGOTA. D.C.";"29";19;"ARBORIZADORA ALTA";31;5281
"1840";"BOGOTA D.C.";"BOGOTA. D.C.";"30";1;"EL PITE";2;277
"1841";"BOGOTA D.C.";"BOGOTA. D.C.";"30";4;"SAN GERONIMO";2;315
"1842";"BOGOTA D.C.";"BOGOTA. D.C.";"30";5;"ALFONSO LOPEZ";8;1092
"1843";"BOGOTA D.C.";"BOGOTA. D.C.";"30";7;"CARLOS PIZARRO LEON GOMEZ";23;4794
"1844";"BOGOTA D.C.";"BOGOTA. D.C.";"30";8;"LA FLORESTA SUR";27;5059
"1845";"BOGOTA D.C.";"BOGOTA. D.C.";"30";10;"BACHUE";41;8200
"1846";"BOGOTA D.C.";"BOGOTA. D.C.";"30";11;"LA TOSCANA LISBOA";29;5378
"1847";"BOGOTA D.C.";"BOGOTA. D.C.";"30";16;"PRIMAVERA Y GORGONZOLA";2;528
"1848";"BOGOTA D.C.";"BOGOTA. D.C.";"30";18;"MARRUECOS APARTAMENTOS";16;2813
"1849";"BOGOTA D.C.";"BOGOTA. D.C.";"30";19;"CASAVIANCA";15;2392
"1850";"BOGOTA D.C.";"BOGOTA. D.C.";"31";1;"EL CODITO";5;531
"1851";"BOGOTA D.C.";"BOGOTA. D.C.";"31";4;"PORTAL 20 DE JULIO";2;316
"1852";"BOGOTA D.C.";"BOGOTA. D.C.";"31";5;"LA ALBORADA";3;549
"1853";"BOGOTA D.C.";"BOGOTA. D.C.";"31";7;"NUEVO CARLOS ALBAN";4;679
"1854";"BOGOTA D.C.";"BOGOTA. D.C.";"31";8;"MARSELLA";36;7966
"1855";"BOGOTA D.C.";"BOGOTA. D.C.";"31";10;"QUIRIGUA (PLAZA DE MERCADO)";27;5340
