"";"NDepto";"NMpio";"PP";"ZZ";"Npuesto";"num_mesas";"num_votos"
"6260";"CUNDINAMARCA";"CHIA";"03";1;"IE JJ CASAS SEDE GRAL STDER";24;5149
"6261";"CUNDINAMARCA";"CHIA";"03";2;"CENTRO CULTURAL";19;2726
"6262";"CUNDINAMARCA";"CHIA";"04";1;"COLEGIO MARIA AUXILIADORA";23;4300
"6263";"CUNDINAMARCA";"CHIA";"04";2;"IE EL CERRO";5;780
"6264";"CUNDINAMARCA";"CHIA";"05";2;"CONCHA CUSTICA";32;6681
"6265";"CUNDINAMARCA";"CHIPAQUE";"00";0;"PUESTO CABECERA MUNICIPAL";22;3452
"6266";"CUNDINAMARCA";"CHOACHI";"00";0;"PUESTO CABECERA MUNICIPAL";31;4946
"6267";"CUNDINAMARCA";"CHOACHI";"21";99;"EL ALTO DEL PALO";2;187
"6268";"CUNDINAMARCA";"CHOACHI";"25";99;"POTRERO GRANDE";1;183
"6269";"CUNDINAMARCA";"CHOCONTA";"00";0;"PUESTO CABECERA MUNICIPAL";42;6849
"6270";"CUNDINAMARCA";"CHOCONTA";"01";98;"CARCEL";1;22
"6271";"CUNDINAMARCA";"COGUA";"00";0;"PUESTO CABECERA MUNICIPAL";39;7148
"6272";"CUNDINAMARCA";"COTA";"01";1;"POLIDEPORTIVO URBANO";19;3778
"6273";"CUNDINAMARCA";"COTA";"01";2;"I.E.PUEBLO VIEJO";11;1655
"6274";"CUNDINAMARCA";"COTA";"02";1;"IE DEPARTAMENTAL CAMILO TORRES";20;3546
"6275";"CUNDINAMARCA";"COTA";"02";2;"I.E LA MOYA";12;1667
"6276";"CUNDINAMARCA";"COTA";"03";1;"IE DEPARTAMENTAL PARCELAS";10;1593
"6277";"CUNDINAMARCA";"CUCUNUBA";"00";0;"PUESTO CABECERA MUNICIPAL";12;2019
"6278";"CUNDINAMARCA";"CUCUNUBA";"40";99;"PEÑAS (LA PLUMA)";2;221
"6279";"CUNDINAMARCA";"EL COLEGIO";"00";0;"PUESTO CABECERA MUNICIPAL";47;7645
"6280";"CUNDINAMARCA";"EL COLEGIO";"01";99;"EL TRIUNFO";4;590
"6281";"CUNDINAMARCA";"EL COLEGIO";"05";99;"LA VICTORIA";6;1004
"6282";"CUNDINAMARCA";"EL COLEGIO";"09";99;"PRADILLA";3;502
"6283";"CUNDINAMARCA";"EL PEÑON";"00";0;"PUESTO CABECERA MUNICIPAL";9;1316
"6284";"CUNDINAMARCA";"EL PEÑON";"01";99;"GUAYABAL DE TOLEDO";2;246
"6285";"CUNDINAMARCA";"EL PEÑON";"05";99;"TALAUTA";3;421
"6286";"CUNDINAMARCA";"EL ROSAL";"00";0;"PUESTO CABECERA MUNICIPAL";43;9163
"6287";"CUNDINAMARCA";"FACATATIVA";"01";1;"COLEGIO DEPTAL CARTAGENITA";26;5154
"6288";"CUNDINAMARCA";"FACATATIVA";"01";2;"INS.TEC.INDUSTRIAL";19;3720
"6289";"CUNDINAMARCA";"FACATATIVA";"01";90;"COL.ARBOLEDAS S. JUAN PABLO II";12;4523
"6290";"CUNDINAMARCA";"FACATATIVA";"01";98;"CTRO RECLUSION POLICIA NAL";1;7
"6291";"CUNDINAMARCA";"FACATATIVA";"02";1;"COLEGIO MANABLANCA";9;1586
"6292";"CUNDINAMARCA";"FACATATIVA";"02";2;"ESC.RAFAEL POMBO";19;3848
"6293";"CUNDINAMARCA";"FACATATIVA";"03";1;"COLEGIO JOHN F. KENNEDY";22;4618
"6294";"CUNDINAMARCA";"FACATATIVA";"03";2;"COL.MANUELA AYALA GAITAN";26;5365
"6295";"CUNDINAMARCA";"FACATATIVA";"04";1;"CENTRO DE DESARROLLO SOCIAL";17;3386
"6296";"CUNDINAMARCA";"FACATATIVA";"04";2;"COLEGIO SANTA RITA";22;4542
"6297";"CUNDINAMARCA";"FACATATIVA";"05";1;"COLEGIO SAN AGUSTIN";18;3310
"6298";"CUNDINAMARCA";"FACATATIVA";"05";2;"COLISEO CUBIERTO";29;6002
"6299";"CUNDINAMARCA";"FACATATIVA";"06";1;"COLEGIO SILVERIA ESPINOSA";16;2921
"6300";"CUNDINAMARCA";"FACATATIVA";"06";2;"INDUSTRIAL SEDE TALLERES";12;2431
"6301";"CUNDINAMARCA";"FACATATIVA";"07";1;"COL SILVERIA ESPINO SD SAN CRISTOBAL";1;122
"6302";"CUNDINAMARCA";"FACATATIVA";"07";2;"SENA";2;352
"6303";"CUNDINAMARCA";"FACATATIVA";"08";2;"CTRO EDU LA CONCEPCION";1;177
"6304";"CUNDINAMARCA";"FOMEQUE";"00";0;"PUESTO CABECERA MUNICIPAL";26;4186
"6305";"CUNDINAMARCA";"FOMEQUE";"01";99;"LA UNION";2;184
"6306";"CUNDINAMARCA";"FOSCA";"00";0;"PUESTO CABECERA MUNICIPAL";13;1879
"6307";"CUNDINAMARCA";"FOSCA";"40";99;"PUEBLO VIEJO";1;103
"6308";"CUNDINAMARCA";"FOSCA";"60";99;"SANAME";3;432
"6309";"CUNDINAMARCA";"FUNZA";"01";1;"COL DPTAL HATO";24;4156
"6310";"CUNDINAMARCA";"FUNZA";"01";2;"CONC SAN JOSE";15;2317
"6311";"CUNDINAMARCA";"FUNZA";"01";90;"COLEGIO BICENTENARIO";12;4133
"6312";"CUNDINAMARCA";"FUNZA";"02";1;"COL TEC IND CORAZON DE MARIA";18;3587
"6313";"CUNDINAMARCA";"FUNZA";"02";2;"COL NUESTRA SEÑORA DEL ROSARIO";16;3212
"6314";"CUNDINAMARCA";"FUNZA";"03";1;"COL MIGUEL ANTONIO CARO";30;5427
"6315";"CUNDINAMARCA";"FUNZA";"03";2;"COL SANTIAGO APOSTOL";18;3331
"6316";"CUNDINAMARCA";"FUNZA";"04";1;"COL FURATENA";3;647
"6317";"CUNDINAMARCA";"FUNZA";"04";2;"ESC SAN ANDRES";7;1559
"6318";"CUNDINAMARCA";"FUNZA";"05";2;"COL LA UNIDAD BASICA";32;6133
"6319";"CUNDINAMARCA";"FUQUENE";"00";0;"PUESTO CABECERA MUNICIPAL";6;853
"6320";"CUNDINAMARCA";"FUQUENE";"01";99;"CAPELLANIA";6;959
"6321";"CUNDINAMARCA";"FUSAGASUGA";"01";1;"ESCUELA JULIO SABOGAL";21;3489
"6322";"CUNDINAMARCA";"FUSAGASUGA";"01";2;"ESCUELA FUSACATAN";15;2909
"6323";"CUNDINAMARCA";"FUSAGASUGA";"01";90;"COL.TEODORO AYA VILLAVECES";10;2662
"6324";"CUNDINAMARCA";"FUSAGASUGA";"01";98;"CARCEL CIRCUITO JUDICIAL";1;64
"6325";"CUNDINAMARCA";"FUSAGASUGA";"01";99;"LA AGUADITA";5;683
"6326";"CUNDINAMARCA";"FUSAGASUGA";"02";1;"COLEGIO ACCION COMUNAL";15;2130
"6327";"CUNDINAMARCA";"FUSAGASUGA";"02";2;"COL CARLOS LOZANO Y LOZANO";15;2080
"6328";"CUNDINAMARCA";"FUSAGASUGA";"03";1;"COLISEO FUTSAL COBURGO";26;4214
"6329";"CUNDINAMARCA";"FUSAGASUGA";"03";2;"COL JOSE C MUTIS";16;2776
"6330";"CUNDINAMARCA";"FUSAGASUGA";"04";1;"ESCUELA GUSTAVO VEGA";11;1881
"6331";"CUNDINAMARCA";"FUSAGASUGA";"04";2;"UNIVERSIDAD DE CUNDINAMARCA";22;3640
"6332";"CUNDINAMARCA";"FUSAGASUGA";"05";1;"PARROQUIA NTRA.SRA.DE BELEN";20;3803
"6333";"CUNDINAMARCA";"FUSAGASUGA";"05";2;"COLEGIO RICAURTE";18;3902
"6334";"CUNDINAMARCA";"FUSAGASUGA";"06";1;"COLEGIO SANTANDER";22;3846
"6335";"CUNDINAMARCA";"FUSAGASUGA";"06";2;"ESC REFUGIO INFANTIL";15;2611
"6336";"CUNDINAMARCA";"FUSAGASUGA";"07";2;"POLIDEPORTIVO EBENEZER";13;2558
"6337";"CUNDINAMARCA";"FUSAGASUGA";"25";99;"LOS SAUCES";5;593
"6338";"CUNDINAMARCA";"FUSAGASUGA";"30";99;"CUCHARAL";11;1469
"6339";"CUNDINAMARCA";"FUSAGASUGA";"36";99;"BOCHICA (LATRINIDAD)";8;1105
"6340";"CUNDINAMARCA";"FUSAGASUGA";"38";99;"EL TRIUNFO (BOQUERON)";4;191
"6341";"CUNDINAMARCA";"FUSAGASUGA";"50";99;"LA PUERTA (CHINAUTA)";11;1447
"6342";"CUNDINAMARCA";"GACHALA";"00";0;"PUESTO CABECERA MUNICIPAL";12;1656
"6343";"CUNDINAMARCA";"GACHALA";"07";99;"LOS ALPES";2;275
"6344";"CUNDINAMARCA";"GACHALA";"15";99;"MONTECRISTO";1;62
"6345";"CUNDINAMARCA";"GACHALA";"25";99;"SANTA RITA DE RIONEGRO";1;130
"6346";"CUNDINAMARCA";"GACHANCIPA";"00";0;"PUESTO CABECERA MUNICIPAL";27;5394
"6347";"CUNDINAMARCA";"GACHETA";"00";0;"PUESTO CABECERA MUNICIPAL";25;3776
"6348";"CUNDINAMARCA";"GACHETA";"48";99;"LOS LOPEZ";2;194
"6349";"CUNDINAMARCA";"GAMA";"00";0;"PUESTO CABECERA MUNICIPAL";8;1415
"6350";"CUNDINAMARCA";"GAMA";"15";99;"SAN ROQUE";1;198
"6351";"CUNDINAMARCA";"GIRARDOT";"01";1;"COLEGIO AMERICANO";30;5115
"6352";"CUNDINAMARCA";"GIRARDOT";"01";2;"I.E. NUEVO HORIZONTE";31;4747
"6353";"CUNDINAMARCA";"GIRARDOT";"01";3;"ESC. NORMAL SUPERIOR MARIA AUX";15;2654
"6354";"CUNDINAMARCA";"GIRARDOT";"01";90;"COLISEO DEFERIAS Y EXPOSICION";10;2622
"6355";"CUNDINAMARCA";"GIRARDOT";"01";98;"PENITENCIARIA NACIONAL";1;67
"6356";"CUNDINAMARCA";"GIRARDOT";"01";99;"BARZALOSA Y PIAMONTE";7;1153
"6357";"CUNDINAMARCA";"GIRARDOT";"02";1;"COLEGIO LA PRESENTACION";15;2953
"6358";"CUNDINAMARCA";"GIRARDOT";"02";2;"CTRO EDU PTO MONTERO";2;443
"6359";"CUNDINAMARCA";"GIRARDOT";"02";3;"COLEGIO ATANASIO GIRARDOT";16;2978
"6360";"CUNDINAMARCA";"GIRARDOT";"02";99;"SAN LORENZO";1;149
"6361";"CUNDINAMARCA";"GIRARDOT";"03";1;"CTRO EDUC ESCUELA ANEXA";16;2530
"6362";"CUNDINAMARCA";"GIRARDOT";"03";2;"SEDE FRANCISCO J DE CALDAS";10;1864
"6363";"CUNDINAMARCA";"GIRARDOT";"03";3;"COLISEO BARRIO SAN JORGE";15;2579
"6364";"CUNDINAMARCA";"GIRARDOT";"04";2;"CTRO EDU ANTONIO NARIÑO";14;2355
"6365";"CUNDINAMARCA";"GIRARDOT";"04";3;"COLISEO BARRIO KENNEDY";14;2820
"6366";"CUNDINAMARCA";"GIRARDOT";"05";2;"COL MAYOR MARTHA CATALINA";18;3054
"6367";"CUNDINAMARCA";"GIRARDOT";"05";3;"IE POLICARPA SALAVARRIETA";14;2477
"6368";"CUNDINAMARCA";"GRANADA";"00";0;"PUESTO CABECERA MUNICIPAL";17;2787
"6369";"CUNDINAMARCA";"GUACHETA";"00";0;"PUESTO CABECERA MUNICIPAL";24;3853
"6370";"CUNDINAMARCA";"GUACHETA";"50";99;"MONROY";1;67
"6371";"CUNDINAMARCA";"GUADUAS";"00";0;"PUESTO CABECERA MUNICIPAL";50;8125
"6372";"CUNDINAMARCA";"GUADUAS";"01";98;"CARCEL MUNICIPAL";1;31
"6373";"CUNDINAMARCA";"GUADUAS";"01";99;"LA PAZ";3;455
"6374";"CUNDINAMARCA";"GUADUAS";"02";99;"CUATRO ESQUINAS";1;45
"6375";"CUNDINAMARCA";"GUADUAS";"03";99;"GUADUERO";1;121
"6376";"CUNDINAMARCA";"GUADUAS";"04";99;"CEDRALES";1;89
"6377";"CUNDINAMARCA";"GUADUAS";"05";99;"PUERTO BOGOTA";10;1662
"6378";"CUNDINAMARCA";"GUADUAS";"30";99;"EL ESCRITORIO";1;52
"6379";"CUNDINAMARCA";"GUADUAS";"50";99;"MALAMBO";1;27
"6380";"CUNDINAMARCA";"GUADUAS";"70";99;"CHAPAIMA (TOTUMAL)";1;30
"6381";"CUNDINAMARCA";"GUASCA";"00";0;"PUESTO CABECERA MUNICIPAL";30;5399
"6382";"CUNDINAMARCA";"GUATAQUI";"00";0;"PUESTO CABECERA MUNICIPAL";7;976
"6383";"CUNDINAMARCA";"GUATAVITA";"00";0;"PUESTO CABECERA MUNICIPAL";15;2640
"6384";"CUNDINAMARCA";"GUAYABAL DE SIQUIMA";"00";0;"PUESTO CABECERA MUNICIPAL";11;2074
"6385";"CUNDINAMARCA";"GUAYABETAL";"00";0;"PUESTO CABECERA MUNICIPAL";13;2412
"6386";"CUNDINAMARCA";"GUAYABETAL";"80";99;"TUNQUE DEL NARANJAL (TUNQUE)";1;91
"6387";"CUNDINAMARCA";"GUTIERREZ";"00";0;"PUESTO CABECERA MUNICIPAL";8;1417
"6388";"CUNDINAMARCA";"JERUSALEN";"00";0;"PUESTO CABECERA MUNICIPAL";8;1027
"6389";"CUNDINAMARCA";"JUNIN";"00";0;"PUESTO CABECERA MUNICIPAL";11;1391
"6390";"CUNDINAMARCA";"JUNIN";"01";99;"CLARAVAL";1;97
"6391";"CUNDINAMARCA";"JUNIN";"05";99;"CHUSCALES";2;249
"6392";"CUNDINAMARCA";"JUNIN";"09";99;"EL SALITRICO (SUEVA)";3;325
"6393";"CUNDINAMARCA";"LA CALERA";"00";0;"PUESTO CABECERA MUNICIPAL";58;9861
"6394";"CUNDINAMARCA";"LA CALERA";"01";99;"MUNDONUEVO";2;184
"6395";"CUNDINAMARCA";"LA CALERA";"80";99;"TREINTA Y SEIS";2;249
"6396";"CUNDINAMARCA";"LA MESA";"00";0;"PUESTO CABECERA MUNICIPAL";56;7965
"6397";"CUNDINAMARCA";"LA MESA";"01";98;"CARCEL";1;7
"6398";"CUNDINAMARCA";"LA MESA";"01";99;"LA ESPERANZA";4;602
"6399";"CUNDINAMARCA";"LA MESA";"05";99;"SAN JOAQUIN";6;840
"6400";"CUNDINAMARCA";"LA MESA";"09";99;"SAN JAVIER";3;410
"6401";"CUNDINAMARCA";"LA PALMA";"00";0;"PUESTO CABECERA MUNICIPAL";22;3097
"6402";"CUNDINAMARCA";"LA PALMA";"09";99;"MINIPI QUIJANO";2;120
"6403";"CUNDINAMARCA";"LA PALMA";"12";99;"MURCA";2;249
"6404";"CUNDINAMARCA";"LA PALMA";"13";99;"LA HOYA DE TUDELA";1;87
"6405";"CUNDINAMARCA";"LA PEÑA";"00";0;"PUESTO CABECERA MUNICIPAL";17;2786
"6406";"CUNDINAMARCA";"LA VEGA";"00";0;"PUESTO CABECERA MUNICIPAL";35;6264
"6407";"CUNDINAMARCA";"LA VEGA";"05";99;"EL VINO";2;286
"6408";"CUNDINAMARCA";"LENGUAZAQUE";"00";0;"PUESTO CABECERA MUNICIPAL";20;3354
"6409";"CUNDINAMARCA";"MACHETA";"00";0;"PUESTO CABECERA MUNICIPAL";18;2480
"6410";"CUNDINAMARCA";"MADRID";"01";1;"COLISEO  CUBIERTO MUNICIPAL";20;4116
"6411";"CUNDINAMARCA";"MADRID";"01";2;"COLEGIO DEPTAL SERREZUELA";17;3599
"6412";"CUNDINAMARCA";"MADRID";"01";90;"COLEGIO GABRIEL ECHAVARRIA";13;4715
"6413";"CUNDINAMARCA";"MADRID";"01";99;"PUENTE DE PIEDRA";8;1458
"6414";"CUNDINAMARCA";"MADRID";"02";1;"COLEGIO SAN PEDRO";19;3730
"6415";"CUNDINAMARCA";"MADRID";"02";2;"COLEGIO TECNOLOGICO DE  MADRID";20;4231
"6416";"CUNDINAMARCA";"MADRID";"03";1;"SALON  COMUNAL  ALCAPARROS";8;1524
"6417";"CUNDINAMARCA";"MADRID";"03";2;"I.E.NUESTA SRA DEL LORETO";8;1418
"6418";"CUNDINAMARCA";"MADRID";"04";1;"COLEGIO LA MAGNOLIA";15;2543
"6419";"CUNDINAMARCA";"MADRID";"04";2;"COLEGIO MARIA TERESA ORTIZ";17;3235
"6420";"CUNDINAMARCA";"MADRID";"05";1;"LICEO HACIENDA CASABLANCA";3;810
"6421";"CUNDINAMARCA";"MADRID";"05";2;"COLEGIO  SAN  JOSE";10;1620
"6422";"CUNDINAMARCA";"MANTA";"00";0;"PUESTO CABECERA MUNICIPAL";12;2118
"6423";"CUNDINAMARCA";"MEDINA";"00";0;"PUESTO CABECERA MUNICIPAL";15;2457
"6424";"CUNDINAMARCA";"MEDINA";"01";99;"EL ARENAL";1;188
"6425";"CUNDINAMARCA";"MEDINA";"02";99;"LA ESMERALDA";1;41
"6426";"CUNDINAMARCA";"MEDINA";"03";99;"GAZATAVENA";1;120
"6427";"CUNDINAMARCA";"MEDINA";"06";99;"LOS ALPES";1;150
"6428";"CUNDINAMARCA";"MEDINA";"07";99;"LA MESA DE LOS REYES";1;66
"6429";"CUNDINAMARCA";"MEDINA";"08";99;"SAN FRANCISCO DE GAZADUJE";2;208
"6430";"CUNDINAMARCA";"MEDINA";"10";99;"SAN PEDRO DE GUAJARAY";1;121
"6431";"CUNDINAMARCA";"MEDINA";"12";99;"SANTA TERESITA";1;99
"6432";"CUNDINAMARCA";"MOSQUERA";"01";1;"IED ANTONIO NARIÑO";18;3430
"6433";"CUNDINAMARCA";"MOSQUERA";"01";2;"COLEGIO ROBERTO VELANDIA";22;4575
"6434";"CUNDINAMARCA";"MOSQUERA";"02";1;"IE JUAN LUIS LONDOÑO";17;2935
"6435";"CUNDINAMARCA";"MOSQUERA";"02";2;"IE LA ARMONIA";22;4056
"6436";"CUNDINAMARCA";"MOSQUERA";"03";1;"COLEGIO LA PAZ";13;2634
"6437";"CUNDINAMARCA";"MOSQUERA";"03";2;"JARDIN INF VILLA MARCELA";25;4884
"6438";"CUNDINAMARCA";"MOSQUERA";"04";1;"ESCUELA EL DIAMANTE";8;1212
"6439";"CUNDINAMARCA";"MOSQUERA";"04";2;"EL TREBOL COL COMPARTIR";20;4532
"6440";"CUNDINAMARCA";"MOSQUERA";"05";1;"COL MAYOR DE MOSQUERA";9;1581
"6441";"CUNDINAMARCA";"MOSQUERA";"05";2;"COL LA FRATERNIDAD";20;3645
"6442";"CUNDINAMARCA";"MOSQUERA";"06";1;"ESCUELA EL PORVENIR";11;1854
"6443";"CUNDINAMARCA";"NARIÑO";"00";0;"PUESTO CABECERA MUNICIPAL";8;1213
"6444";"CUNDINAMARCA";"NEMOCON";"00";0;"PUESTO CABECERA MUNICIPAL";22;4286
"6445";"CUNDINAMARCA";"NEMOCON";"01";99;"VEREDA PATIO BONITO";5;815
"6446";"CUNDINAMARCA";"NILO";"00";0;"PUESTO CABECERA MUNICIPAL";13;1953
"6447";"CUNDINAMARCA";"NILO";"01";99;"PUEBLO NUEVO";3;466
"6448";"CUNDINAMARCA";"NILO";"08";99;"LA ESMERALDA";3;414
"6449";"CUNDINAMARCA";"NIMAIMA";"00";0;"PUESTO CABECERA MUNICIPAL";6;1035
"6450";"CUNDINAMARCA";"NIMAIMA";"01";99;"TOBIA";4;543
"6451";"CUNDINAMARCA";"NIMAIMA";"05";99;"EL CERRO";1;92
"6452";"CUNDINAMARCA";"NOCAIMA";"00";0;"PUESTO CABECERA MUNICIPAL";15;2547
"6453";"CUNDINAMARCA";"PACHO";"00";0;"PUESTO CABECERA MUNICIPAL";58;9420
"6454";"CUNDINAMARCA";"PACHO";"01";99;"PASUNCHA";3;390
"6455";"CUNDINAMARCA";"PAIME";"00";0;"PUESTO CABECERA MUNICIPAL";7;1017
"6456";"CUNDINAMARCA";"PAIME";"01";99;"CUATRO CAMINOS";2;292
"6457";"CUNDINAMARCA";"PAIME";"03";99;"EL PLOMO (EL PARAISO)";1;83
"6458";"CUNDINAMARCA";"PAIME";"05";99;"TUDELA";4;728
"6459";"CUNDINAMARCA";"PAIME";"50";99;"VENECIA";1;192
"6460";"CUNDINAMARCA";"PANDI";"00";0;"PUESTO CABECERA MUNICIPAL";12;1921
"6461";"CUNDINAMARCA";"PARATEBUENO (LA NAGUAYA)";"00";0;"PUESTO CABECERA MUNICIPAL";13;2259
"6462";"CUNDINAMARCA";"PARATEBUENO (LA NAGUAYA)";"40";99;"EL ENGAÑO";1;96
"6463";"CUNDINAMARCA";"PARATEBUENO (LA NAGUAYA)";"50";99;"GUAICARAMO";1;25
"6464";"CUNDINAMARCA";"PARATEBUENO (LA NAGUAYA)";"60";99;"MAYA";4;669
"6465";"CUNDINAMARCA";"PARATEBUENO (LA NAGUAYA)";"70";99;"SANTA CECILIA";2;293
"6466";"CUNDINAMARCA";"PARATEBUENO (LA NAGUAYA)";"80";99;"VILLA PACHELLY";1;118
"6467";"CUNDINAMARCA";"PASCA";"00";0;"PUESTO CABECERA MUNICIPAL";22;3574
"6468";"CUNDINAMARCA";"PUERTO SALGAR";"00";0;"PUESTO CABECERA MUNICIPAL";34;4786
"6469";"CUNDINAMARCA";"PUERTO SALGAR";"01";99;"COLORADOS";1;169
"6470";"CUNDINAMARCA";"PUERTO SALGAR";"06";99;"EL GUAYABO";1;100
"6471";"CUNDINAMARCA";"PUERTO SALGAR";"09";99;"PUERTO LIBRE";3;355
"6472";"CUNDINAMARCA";"PULI";"00";0;"PUESTO CABECERA MUNICIPAL";7;949
"6473";"CUNDINAMARCA";"PULI";"01";99;"VALPARAISO";1;46
"6474";"CUNDINAMARCA";"PULI";"20";99;"PALESTINA";2;238
"6475";"CUNDINAMARCA";"QUEBRADANEGRA";"00";0;"PUESTO CABECERA MUNICIPAL";4;807
"6476";"CUNDINAMARCA";"QUEBRADANEGRA";"01";99;"LA MAGDALENA";6;1144
"6477";"CUNDINAMARCA";"QUEBRADANEGRA";"17";99;"SAN CARLOS";2;354
"6478";"CUNDINAMARCA";"QUEBRADANEGRA";"23";99;"TOBIA";1;159
"6479";"CUNDINAMARCA";"QUETAME";"00";0;"PUESTO CABECERA MUNICIPAL";9;1641
"6480";"CUNDINAMARCA";"QUETAME";"50";99;"PUENTE QUETAME (PTE CLAVIJO)";8;1558
"6481";"CUNDINAMARCA";"QUIPILE";"00";0;"PUESTO CABECERA MUNICIPAL";9;1404
"6482";"CUNDINAMARCA";"QUIPILE";"01";99;"LA SIERRA";3;394
"6483";"CUNDINAMARCA";"QUIPILE";"05";99;"LA VIRGEN";3;458
"6484";"CUNDINAMARCA";"QUIPILE";"07";99;"LA BOTICA";3;334
"6485";"CUNDINAMARCA";"QUIPILE";"09";99;"SANTA MARTA";2;215
"6486";"CUNDINAMARCA";"RICAURTE";"00";0;"PUESTO CABECERA MUNICIPAL";31;4732
"6487";"CUNDINAMARCA";"SAN ANTONIO DEL TEQUENDAMA";"00";0;"PUESTO CABECERA MUNICIPAL";14;1948
"6488";"CUNDINAMARCA";"SAN ANTONIO DEL TEQUENDAMA";"01";99;"SANTANDERCITO";11;1759
"6489";"CUNDINAMARCA";"SAN BERNARDO";"00";0;"PUESTO CABECERA MUNICIPAL";22;3241
"6490";"CUNDINAMARCA";"SAN BERNARDO";"60";99;"PORTONES";2;180
"6491";"CUNDINAMARCA";"SAN CAYETANO";"00";0;"PUESTO CABECERA MUNICIPAL";6;743
"6492";"CUNDINAMARCA";"SAN CAYETANO";"04";99;"CAMANCHA";1;133
"6493";"CUNDINAMARCA";"SAN CAYETANO";"07";99;"CUIBUCO";2;266
"6494";"CUNDINAMARCA";"SAN CAYETANO";"13";99;"LAGUNA VERDE";2;161
"6495";"CUNDINAMARCA";"SAN CAYETANO";"40";99;"LAS MERCEDES";2;220
"6496";"CUNDINAMARCA";"SAN CAYETANO";"45";99;"PINIPAY";2;184
"6497";"CUNDINAMARCA";"SAN CAYETANO";"60";99;"REMANSO";1;108
"6498";"CUNDINAMARCA";"SAN FRANCISCO";"00";0;"PUESTO CABECERA MUNICIPAL";24;4084
"6499";"CUNDINAMARCA";"SAN FRANCISCO";"09";99;"LA MAGOLA";1;16
"6500";"CUNDINAMARCA";"SAN JUAN DE RIOSECO";"00";0;"PUESTO CABECERA MUNICIPAL";22;3374
"6501";"CUNDINAMARCA";"SAN JUAN DE RIOSECO";"01";99;"CAMBAO";4;649
"6502";"CUNDINAMARCA";"SAN JUAN DE RIOSECO";"05";99;"SAN NICOLAS";2;204
"6503";"CUNDINAMARCA";"SASAIMA";"00";0;"PUESTO CABECERA MUNICIPAL";22;3709
"6504";"CUNDINAMARCA";"SASAIMA";"50";99;"LA VICTORIA";3;408
"6505";"CUNDINAMARCA";"SESQUILE";"00";0;"PUESTO CABECERA MUNICIPAL";23;4250
"6506";"CUNDINAMARCA";"SIBATE";"01";1;"IED GRAL SANTANDER SEDE BTO";27;5096
"6507";"CUNDINAMARCA";"SIBATE";"01";2;"POLIDEPORTIVO EL PROGRESO";15;2737
"6508";"CUNDINAMARCA";"SIBATE";"02";1;"C.I.C.PABLO NERUDA";13;2148
"6509";"CUNDINAMARCA";"SIBATE";"02";2;"POLIDEPORTIVO B SN JORGE";18;3032
"6510";"CUNDINAMARCA";"SILVANIA";"00";0;"PUESTO CABECERA MUNICIPAL";39;6207
"6511";"CUNDINAMARCA";"SILVANIA";"05";99;"AGUA BONITA";4;696
"6512";"CUNDINAMARCA";"SILVANIA";"70";99;"SUBIA";7;1330
"6513";"CUNDINAMARCA";"SIMIJACA";"00";0;"PUESTO CABECERA MUNICIPAL";26;4205
"6514";"CUNDINAMARCA";"SIMIJACA";"40";99;"EL SALITRE";1;53
"6515";"CUNDINAMARCA";"SOACHA";"01";1;"INST EDUC SANTA ANA SEDE ANTON";24;3842
"6516";"CUNDINAMARCA";"SOACHA";"01";2;"COL. BASICO GENERAL SANTANDER";35;5624
"6517";"CUNDINAMARCA";"SOACHA";"01";3;"COL. DPTAL. LA DESPENSA";9;1038
"6518";"CUNDINAMARCA";"SOACHA";"01";4;"COL. LUIS CARLOS GALAN";11;1470
"6519";"CUNDINAMARCA";"SOACHA";"01";5;"POLIDEPORTIVO QUINTANARES";13;2474
"6520";"CUNDINAMARCA";"SOACHA";"01";6;"IE. LAS VILLAS SEDE BARON DEL";19;3544
"6521";"CUNDINAMARCA";"SOACHA";"01";90;"COLEGIO BOLIVAR PRIMARIA";14;3082
"6522";"CUNDINAMARCA";"SOACHA";"02";1;"COL. DPTAL. NACIONALIZADO COMP";35;5946
"6523";"CUNDINAMARCA";"SOACHA";"02";2;"COL. GRAL. SANTANDER MI TIERNA";23;3437
"6524";"CUNDINAMARCA";"SOACHA";"02";3;"INST. EDUC. MANUELA BELTRAN";9;1265
"6525";"CUNDINAMARCA";"SOACHA";"02";4;"COL. DPTAL. CIUDADELA SUCRE";22;3271
"6526";"CUNDINAMARCA";"SOACHA";"02";5;"COLEGIO BASICO EL BOSQUE";21;3985
"6527";"CUNDINAMARCA";"SOACHA";"02";6;"COL. SANTANDER SEDE LIBERTADOR";16;2767
"6528";"CUNDINAMARCA";"SOACHA";"03";1;"COL. BASICO CIUDAD LATINA";21;3362
"6529";"CUNDINAMARCA";"SOACHA";"03";2;"COL. DPTAL. INTEGRADO DE SOACH";26;4198
"6530";"CUNDINAMARCA";"SOACHA";"03";3;"COL. DPTAL. INTEGRADO LEON XII";26;4355
"6531";"CUNDINAMARCA";"SOACHA";"03";4;"ESCUELA BARRIO LA ISLA";10;1244
"6532";"CUNDINAMARCA";"SOACHA";"03";5;"COL. MPAL. SAN MATEO SEDE A";24;4546
"6533";"CUNDINAMARCA";"SOACHA";"03";6;"IE. SOL NACIENTE";29;5497
"6534";"CUNDINAMARCA";"SOACHA";"03";99;"LA HUNGRIA";2;321
"6535";"CUNDINAMARCA";"SOACHA";"04";1;"IE. NUEVO COMPARTIR";8;1258
